identifiedby_att,correto?,probabilidade_corretude,nome_real,scientificname
"Marcusso, GM",0,0.49601208795674395,Piper,Piper krukoffii
"Guimarães, EF",1,0.5517673859512532,Piper marginatum,Piper marginatum
R. Callejas Posada,1,0.34733634486387627,Piper aleyreanum,Piper aleyreanum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia trineuroides,Peperomia trineuroides
D. Monteiro,1,0.6375868427624473,Peperomia tetraphylla,Peperomia tetraphylla
George Azevedo de Queiroz,1,0.45585887617132365,Piper permucronatum,Piper permucronatum
"Callejas, R",1,0.3774320048619951,Piper aleyreanum,Piper aleyreanum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia tetraphylla,Peperomia tetraphylla
"Guimarães, EF",1,0.5517673859512532,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5517673859512532,Piper aduncum,Piper aduncum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia tetraphylla,Peperomia tetraphylla
"Carvalho-Silva, M",0,0.666115846748424,Piper,Piper sebastianum
"Callejas, R",1,0.3774320048619951,Piper dilatatum,Piper dilatatum
"Callejas, R",1,0.3774320048619951,Piper gaudichaudianum,Piper gaudichaudianum
"Marcusso, GM",1,0.49601208795674395,Peperomia bernhardiana,Peperomia bernhardiana
"Carvalho-Silva, M",1,0.666115846748424,Peperomia corcovadensis,Peperomia corcovadensis
"Callejas, R",1,0.3774320048619951,Peperomia emarginella,Peperomia emarginella
"Machado-Silva, T.",1,0.9177790424296651,Peperomia elongata,Peperomia elongata
"Guimarães, EF",1,0.5517673859512532,Piper regnellii,Piper regnellii
"Machado-Silva, T.",1,0.9177790424296651,Peperomia castelosensis,Peperomia castelosensis
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
R. Callejas Posada,1,0.34733634486387627,Peperomia spruceana,Peperomia spruceana
"Guimarães, EF",0,0.5517673859512532,Peperomia,Peperomia ponicea
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
"Guimarães, EF",0,0.5517673859512532,Piper arboreum,Piper arboreum arboreum
"Carvalho-Silva, M",0,0.666115846748424,Peperomia magnoliifolia,Peperomia magnoliaefolia
"Marcusso, GM",1,0.49601208795674395,Piper obliquum,Piper obliquum
"Guimarães, EF",1,0.5517673859512532,Piper amalago,Piper amalago
D. Monteiro,0,0.6375868427624473,Ottonia,Ottonia angustifolia
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
"Callejas, R",1,0.3774320048619951,Peperomia rotundifolia,Peperomia rotundifolia
R. Callejas Posada,0,0.34733634486387627,Peperomia arifolia,Peperomia arifolia arifolia
T. G. Yuncker,1,0.35511217658388483,Piper arboreum,Piper arboreum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia obtusifolia,Peperomia obtusifolia
"Machado-Silva, T.",1,0.9177790424296651,Peperomia catharinae,Peperomia catharinae
"Guimarães, EF",1,0.5517673859512532,Piper corcovadensis,Piper corcovadensis
T. G. Yuncker,0,0.35511217658388483,Peperomia rubricaulis,Peperomia rubricaulis parvifolia
"Carvalho-Silva, M",1,0.666115846748424,Piper fuligineum,Piper fuligineum
D. Monteiro,1,0.6375868427624473,Peperomia catharinae,Peperomia catharinae
George Azevedo de Queiroz,1,0.45585887617132365,Peperomia arifolia,Peperomia arifolia
T. G. Yuncker,1,0.35511217658388483,Piper mollicomum,Piper mollicomum
"Guimarães, EF",1,0.5517673859512532,Peperomia tetraphylla,Peperomia tetraphylla
M. Carvalho-Silva,1,0.6422100011643508,Piper tectoniifolium,Piper tectoniifolium
D. Monteiro,1,0.6375868427624473,Piper dilatatum,Piper dilatatum
"Marcusso, GM",0,0.49601208795674395,Peperomia macrostachya,Peperomia macrostachyos
"Guimarães, EF",1,0.5517673859512532,Peperomia obtusifolia,Peperomia obtusifolia
T. G. Yuncker,1,0.35511217658388483,Peperomia emarginella,Peperomia emarginella
"Guimarães, EF",1,0.5517673859512532,Piper glabratum,Piper glabratum
"Guimarães, EF",0,0.5517673859512532,Piper amalago,Piper amalago medium
"Guimarães, EF",1,0.5517673859512532,Piper bartlingianum,Piper bartlingianum
"Guimarães, EF",1,0.5517673859512532,Peperomia trineuroides,Peperomia trineuroides
R. Callejas Posada,0,0.34733634486387627,Piper,Piper deminutum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia serpens,Peperomia serpens
"Machado-Silva, T.",1,0.9177790424296651,Peperomia castelosensis,Peperomia castelosensis
"Guimarães, EF",1,0.5517673859512532,Piper aduncum,Piper aduncum
T. G. Yuncker,1,0.35511217658388483,Piper gaudichaudianum,Piper gaudichaudianum
"Guimarães, EF",1,0.5517673859512532,Piper amalago,Piper amalago
D. Monteiro,1,0.6375868427624473,Peperomia augescens,Peperomia augescens
"Callejas, R",1,0.3774320048619951,Piper divaricatum,Piper divaricatum
D. Monteiro,1,0.6375868427624473,Piper amplum,Piper amplum
"Callejas, R",1,0.3774320048619951,Piper aduncum,Piper aduncum
"Callejas, R",1,0.3774320048619951,Peperomia spruceana,Peperomia spruceana
"Machado-Silva, T.",1,0.9177790424296651,Peperomia urocarpa,Peperomia urocarpa
M. Carvalho-Silva,1,0.6422100011643508,Piper ovatum,Piper ovatum
"Marcusso, GM",1,0.49601208795674395,Peperomia elongata,Peperomia elongata
"Guimarães, EF",1,0.5517673859512532,Piper richardiifolium,Piper richardiifolium
"Guimarães, EF",1,0.5517673859512532,Piper arboreum,Piper arboreum
R. Callejas Posada,0,0.34733634486387627,Piper amalago,Piper amalago medium
T. G. Yuncker,0,0.35511217658388483,Peperomia tetraphylla,Peperomia tetraphylla tenera
"Callejas, R",1,0.3774320048619951,Piper glabratum,Piper glabratum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper coccoloboides
T. G. Yuncker,1,0.35511217658388483,Peperomia trineura,Peperomia trineura
"Carvalho-Silva, M",1,0.666115846748424,Piper hispidum,Piper hispidum
"Callejas, R",1,0.3774320048619951,Piper hispidum,Piper hispidum
George Azevedo de Queiroz,0,0.45585887617132365,Piper,Piper translucens
"Guimarães, EF",1,0.5517673859512532,Piper tectoniifolium,Piper tectoniifolium
"Guimarães, EF",1,0.5517673859512532,Peperomia sincorana,Peperomia sincorana
"Guimarães, EF",0,0.5517673859512532,Piper,Piper augustum
"Carvalho-Silva, M",0,0.666115846748424,Piper,Piper grazielae
"Callejas, R",0,0.3774320048619951,Piper,Piper dactylostigmum
"Guimarães, EF",0,0.5517673859512532,Piper amalago,Piper amalago medium
"Carvalho-Silva, M",1,0.666115846748424,Piper mollicomum,Piper mollicomum
George Azevedo de Queiroz,1,0.45585887617132365,Piper rivinoides,Piper rivinoides
"Marcusso, GM",0,0.49601208795674395,Piper,Piper erectipilum
George Azevedo de Queiroz,1,0.45585887617132365,Manekia obtusa,Manekia obtusa
"Carvalho-Silva, M",1,0.666115846748424,Piper aduncum,Piper aduncum
"Carvalho-Silva, M",1,0.666115846748424,Piper regnellii,Piper regnellii
"Machado-Silva, T.",1,0.9177790424296651,Peperomia rotundifolia,Peperomia rotundifolia
"Guimarães, EF",1,0.5517673859512532,Piper anonifolium,Piper anonifolium
"Carvalho-Silva, M",0,0.666115846748424,Piper,Piper hayneanum
R. Callejas Posada,1,0.34733634486387627,Peperomia macrostachya,Peperomia macrostachya
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
M. Carvalho-Silva,1,0.6422100011643508,Piper arboreum,Piper arboreum
"Carvalho-Silva, M",0,0.666115846748424,Piper,Piper grazielae
"Carvalho-Silva, M",1,0.666115846748424,Piper cernuum,Piper cernuum
D. Monteiro,1,0.6375868427624473,Peperomia circinnata,Peperomia circinnata
"Guimarães, EF",1,0.5517673859512532,Piper solmsianum,Piper solmsianum
"Guimarães, EF",1,0.5517673859512532,Piper crassinervium,Piper crassinervium
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia catharinae,Peperomia catharinae
M. Carvalho-Silva,1,0.6422100011643508,Piper gaudichaudianum,Piper gaudichaudianum
George Azevedo de Queiroz,1,0.45585887617132365,Peperomia serpens,Peperomia serpens
M. Carvalho-Silva,1,0.6422100011643508,Piper amplum,Piper amplum
T. G. Yuncker,0,0.35511217658388483,Peperomia tetraphylla,Peperomia tetraphylla tenera
"Carvalho-Silva, M",1,0.666115846748424,Peperomia galioides,Peperomia galioides
George Azevedo de Queiroz,0,0.45585887617132365,Peperomia sincorana,Peperomia incana
"Marcusso, GM",0,0.49601208795674395,Peperomia,Peperomia dryadica
R. Callejas Posada,1,0.34733634486387627,Peperomia macrostachya,Peperomia macrostachya
"Guimarães, EF",1,0.5517673859512532,Piper mollicomum,Piper mollicomum
"Callejas, R",1,0.3774320048619951,Peperomia urocarpa,Peperomia urocarpa
R. Callejas Posada,0,0.34733634486387627,Piper,Piper amapense
"Callejas, R",1,0.3774320048619951,Piper divaricatum,Piper divaricatum
D. Monteiro,0,0.6375868427624473,Piper amalago,Piper amalago medium
"Guimarães, EF",1,0.5517673859512532,Piper arboreum,Piper arboreum
"Callejas, R",0,0.3774320048619951,Piper lhotzkyanum,Piper lhotzkianum
"Marcusso, GM",0,0.49601208795674395,Piper,Piper glabrescens
R. Callejas Posada,1,0.34733634486387627,Peperomia barbarana,Peperomia barbarana
R. Callejas Posada,0,0.34733634486387627,Peperomia decora,Peperomia decora pilosa
R. Callejas Posada,0,0.34733634486387627,Piper ovatum,Piper ovatum boucheanum
"Marcusso, GM",1,0.49601208795674395,Peperomia pseudoestrellensis,Peperomia pseudoestrellensis
T. G. Yuncker,0,0.35511217658388483,Piper,Piper striatipetiolum
R. Callejas Posada,0,0.34733634486387627,Piper,Piper mastersianum
R. Callejas Posada,1,0.34733634486387627,Piper aduncum,Piper aduncum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper cyrtopodon
R. Callejas Posada,1,0.34733634486387627,Peperomia emarginella,Peperomia emarginella
"Carvalho-Silva, M",1,0.666115846748424,Piper regnellii,Piper regnellii
"Guimarães, EF",0,0.5517673859512532,Piper,Piper pubisubmarginalum ubanum
"Carvalho-Silva, M",0,0.666115846748424,Peperomia,Peperomia cruzeirensis
"Guimarães, EF",1,0.5517673859512532,Peperomia magnoliifolia,Peperomia magnoliifolia
"Marcusso, GM",1,0.49601208795674395,Peperomia gardneriana,Peperomia gardneriana
R. Callejas Posada,1,0.34733634486387627,Peperomia magnoliifolia,Peperomia magnoliifolia
"Callejas, R",0,0.3774320048619951,Piper,Piper cachimboense
"Callejas, R",0,0.3774320048619951,Piper,Piper coruscans
T. G. Yuncker,0,0.35511217658388483,Peperomia,Peperomia retivenulosa
M. Carvalho-Silva,1,0.6422100011643508,Peperomia tetraphylla,Peperomia tetraphylla
T. G. Yuncker,1,0.35511217658388483,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5517673859512532,Piper cuyabanum,Piper cuyabanum
"Guimarães, EF",1,0.5517673859512532,Piper amplum,Piper amplum
"Callejas, R",1,0.3774320048619951,Piper hispidum,Piper hispidum
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
R. Callejas Posada,0,0.34733634486387627,Piper,Piper javariense
"Callejas, R",0,0.3774320048619951,Piper,Piper glabrescens
M. Carvalho-Silva,1,0.6422100011643508,Piper amplum,Piper amplum
T. G. Yuncker,1,0.35511217658388483,Piper hoffmannseggianum,Piper hoffmannseggianum
T. G. Yuncker,0,0.35511217658388483,Peperomia,Peperomia rizzinii
R. Callejas Posada,1,0.34733634486387627,Piper dumosum,Piper dumosum
R. Callejas Posada,0,0.34733634486387627,Piper,Piper pseudopothifolium
M. Carvalho-Silva,1,0.6422100011643508,Peperomia blanda,Peperomia blanda
"Carvalho-Silva, M",1,0.666115846748424,Peperomia tetraphylla,Peperomia tetraphylla
George Azevedo de Queiroz,1,0.45585887617132365,Piper gaudichaudianum,Piper gaudichaudianum
R. Callejas Posada,0,0.34733634486387627,Piper,Piper cunninghamii
"Carvalho-Silva, M",1,0.666115846748424,Piper ovatum,Piper ovatum
"Guimarães, EF",1,0.5517673859512532,Piper ovatum,Piper ovatum
T. G. Yuncker,1,0.35511217658388483,Peperomia rotundifolia,Peperomia rotundifolia
T. G. Yuncker,0,0.35511217658388483,Peperomia,Peperomia perlongicaulis
"Carvalho-Silva, M",1,0.666115846748424,Peperomia sincorana,Peperomia sincorana
D. Monteiro,1,0.6375868427624473,Peperomia tetraphylla,Peperomia tetraphylla
"Guimarães, EF",1,0.5517673859512532,Piper amalago,Piper amalago
R. Callejas Posada,1,0.34733634486387627,Piper dilatatum,Piper dilatatum
D. Monteiro,1,0.6375868427624473,Piper mollicomum,Piper mollicomum
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
"Callejas, R",1,0.3774320048619951,Piper glabratum,Piper glabratum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia urocarpa,Peperomia urocarpa
R. Callejas Posada,0,0.34733634486387627,Piper,Piper alatabaccum
M. Carvalho-Silva,1,0.6422100011643508,Piper regnellii,Piper regnellii
"Callejas, R",0,0.3774320048619951,Piper amalago,Piper amalago medium
"Carvalho-Silva, M",1,0.666115846748424,Piper umbellatum,Piper umbellatum
T. G. Yuncker,1,0.35511217658388483,Piper divaricatum,Piper divaricatum
"Callejas, R",1,0.3774320048619951,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5517673859512532,Peperomia rubricaulis,Peperomia rubricaulis
"Guimarães, EF",1,0.5517673859512532,Ottonia pickelii,Ottonia pickelii
"Marcusso, GM",1,0.49601208795674395,Peperomia corcovadensis,Peperomia corcovadensis
T. G. Yuncker,1,0.35511217658388483,Piper arboreum,Piper arboreum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia nitida,Peperomia nitida
"Guimarães, EF",1,0.5517673859512532,Piper hispidum,Piper hispidum
D. Monteiro,0,0.6375868427624473,Piper,Piper laevicarpum
T. G. Yuncker,0,0.35511217658388483,Piper tuberculatum,Piper tuberculatum minua
"Callejas, R",0,0.3774320048619951,Piper,Piper gurupanum
R. Callejas Posada,0,0.34733634486387627,Piper,Piper nudilimbum
"Callejas, R",1,0.3774320048619951,Piper cuyabanum,Piper cuyabanum
George Azevedo de Queiroz,1,0.45585887617132365,Piper hoffmannseggianum,Piper hoffmannseggianum
"Marcusso, GM",1,0.49601208795674395,Peperomia angustata,Peperomia angustata
R. Callejas Posada,1,0.34733634486387627,Piper tuberculatum,Piper tuberculatum
"Carvalho-Silva, M",1,0.666115846748424,Piper tuberculatum,Piper tuberculatum
"Guimarães, EF",1,0.5517673859512532,Piper callosum,Piper callosum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia corcovadensis,Peperomia corcovadensis
"Guimarães, EF",1,0.5517673859512532,Piper regnellii,Piper regnellii
"Callejas, R",1,0.3774320048619951,Piper caldense,Piper caldense
"Guimarães, EF",1,0.5517673859512532,Peperomia circinnata,Peperomia circinnata
"Callejas, R",1,0.3774320048619951,Piper xylosteoides,Piper xylosteoides
"Callejas, R",1,0.3774320048619951,Peperomia subrubrispica,Peperomia subrubrispica
"Callejas, R",0,0.3774320048619951,Peperomia glabella,Peperomia glabella glabella
T. G. Yuncker,1,0.35511217658388483,Piper hispidum,Piper hispidum
"Carvalho-Silva, M",1,0.666115846748424,Piper aduncum,Piper aduncum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia blanda,Peperomia blanda
M. Carvalho-Silva,1,0.6422100011643508,Peperomia loxensis,Peperomia loxensis
T. G. Yuncker,0,0.35511217658388483,Piper,Piper amapense
"Callejas, R",1,0.3774320048619951,Piper hostmannianum,Piper hostmannianum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia campinasana,Peperomia campinasana
"Guimarães, EF",1,0.5517673859512532,Piper anisum,Piper anisum
"Guimarães, EF",1,0.5517673859512532,Piper mollicomum,Piper mollicomum
"Callejas, R",1,0.3774320048619951,Piper hispidum,Piper hispidum
"Marcusso, GM",1,0.49601208795674395,Peperomia pseudoestrellensis,Peperomia pseudoestrellensis
"Guimarães, EF",1,0.5517673859512532,Piper mollicomum,Piper mollicomum
R. Callejas Posada,1,0.34733634486387627,Peperomia magnoliifolia,Peperomia magnoliifolia
"Guimarães, EF",1,0.5517673859512532,Piper vicosanum,Piper vicosanum
R. Callejas Posada,1,0.34733634486387627,Peperomia macrostachya,Peperomia macrostachya
George Azevedo de Queiroz,1,0.45585887617132365,Peperomia alata,Peperomia alata
"Carvalho-Silva, M",1,0.666115846748424,Peperomia tetraphylla,Peperomia tetraphylla
M. Carvalho-Silva,1,0.6422100011643508,Piper arboreum,Piper arboreum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia delicatula,Peperomia delicatula
"Callejas, R",1,0.3774320048619951,Piper divaricatum,Piper divaricatum
M. Carvalho-Silva,1,0.6422100011643508,Piper arboreum,Piper arboreum
"Callejas, R",0,0.3774320048619951,Piper,Piper uleanum
D. Monteiro,1,0.6375868427624473,Manekia obtusa,Manekia obtusa
M. Carvalho-Silva,1,0.6422100011643508,Piper tuberculatum,Piper tuberculatum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia corcovadensis,Peperomia corcovadensis
D. Monteiro,1,0.6375868427624473,Piper anisum,Piper anisum
George Azevedo de Queiroz,1,0.45585887617132365,Piper hoffmannseggianum,Piper hoffmannseggianum
R. Callejas Posada,0,0.34733634486387627,Piper miquelianum,Piper miquelianum hirtellum
D. Monteiro,1,0.6375868427624473,Piper solmsianum,Piper solmsianum
"Callejas, R",0,0.3774320048619951,Peperomia macrostachya,Peperomia macrostachyos
D. Monteiro,1,0.6375868427624473,Piper regnellii,Piper regnellii
"Machado-Silva, T.",1,0.9177790424296651,Peperomia martiana,Peperomia martiana
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
"Marcusso, GM",1,0.49601208795674395,Piper pellitum,Piper pellitum
"Carvalho-Silva, M",1,0.666115846748424,Piper mikanianum,Piper mikanianum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia psilostachya,Peperomia psilostachya
R. Callejas Posada,1,0.34733634486387627,Peperomia urocarpa,Peperomia urocarpa
"Callejas, R",1,0.3774320048619951,Piper tuberculatum,Piper tuberculatum
"Guimarães, EF",1,0.5517673859512532,Peperomia pellucida,Peperomia pellucida
D. Monteiro,0,0.6375868427624473,Piper aduncum,Piper
R. Callejas Posada,1,0.34733634486387627,Piper anonifolium,Piper anonifolium
"Machado-Silva, T.",1,0.9177790424296651,Peperomia tetraphylla,Peperomia tetraphylla
T. G. Yuncker,1,0.35511217658388483,Piper hostmannianum,Piper hostmannianum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia blanda,Peperomia blanda
R. Callejas Posada,1,0.34733634486387627,Piper manausense,Piper manausense
T. G. Yuncker,1,0.35511217658388483,Peperomia hilariana,Peperomia hilariana
"Guimarães, EF",1,0.5517673859512532,Peperomia urocarpa,Peperomia urocarpa
"Machado-Silva, T.",1,0.9177790424296651,Peperomia corcovadensis,Peperomia corcovadensis
T. G. Yuncker,1,0.35511217658388483,Peperomia glabella,Peperomia glabella
"Machado-Silva, T.",0,0.9177790424296651,Piper,Piper carautensei
"Guimarães, EF",1,0.5517673859512532,Peperomia galioides,Peperomia galioides
"Guimarães, EF",1,0.5517673859512532,Piper marginatum,Piper marginatum
D. Monteiro,1,0.6375868427624473,Piper permucronatum,Piper permucronatum
"Guimarães, EF",1,0.5517673859512532,Piper corcovadensis,Piper corcovadensis
"Callejas, R",0,0.3774320048619951,Piper,Piper solutidrupum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia catharinae,Peperomia catharinae
"Carvalho-Silva, M",1,0.666115846748424,Peperomia rotundifolia,Peperomia rotundifolia
"Guimarães, EF",0,0.5517673859512532,Peperomia pseudoestrellensis,Peperomia pseudostrellensis
"Carvalho-Silva, M",1,0.666115846748424,Peperomia elongata,Peperomia elongata
R. Callejas Posada,1,0.34733634486387627,Peperomia serpens,Peperomia serpens
"Guimarães, EF",1,0.5517673859512532,Piper tectoniifolium,Piper tectoniifolium
"Carvalho-Silva, M",1,0.666115846748424,Peperomia urocarpa,Peperomia urocarpa
"Carvalho-Silva, M",1,0.666115846748424,Piper fuligineum,Piper fuligineum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia tetraphylla,Peperomia tetraphylla
"Guimarães, EF",1,0.5517673859512532,Piper aduncum,Piper aduncum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia barbarana,Peperomia barbarana
R. Callejas Posada,0,0.34733634486387627,Piper,Piper belterraense
M. Carvalho-Silva,1,0.6422100011643508,Piper hispidum,Piper hispidum
R. Callejas Posada,1,0.34733634486387627,Peperomia glabella,Peperomia glabella
"Guimarães, EF",1,0.5517673859512532,Peperomia obtusifolia,Peperomia obtusifolia
D. Monteiro,1,0.6375868427624473,Peperomia pseudoestrellensis,Peperomia pseudoestrellensis
M. Carvalho-Silva,0,0.6422100011643508,Piper arboreum,Piper arboreum tuberculatum
George Azevedo de Queiroz,1,0.45585887617132365,Piper amplum,Piper amplum
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
D. Monteiro,1,0.6375868427624473,Piper amalago,Piper amalago
M. Carvalho-Silva,1,0.6422100011643508,Piper arboreum,Piper arboreum
"Callejas, R",1,0.3774320048619951,Piper aleyreanum,Piper aleyreanum
"Callejas, R",1,0.3774320048619951,Piper arboreum,Piper arboreum
