scientificname,identifiedby_att,correto?,nome_real
Peperomia simulans,T. G. Yuncker,0,Peperomia
Piper anisum,"Callejas, R",1,Piper anisum
Piper anisum,"Callejas, R",1,Piper anisum
Piper arboreum,"Carvalho-Silva, M",1,Piper arboreum
Piper corcovadense,"Callejas, R",0,Piper corcovadensis
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia circinnata,"Guimarães, EF",1,Peperomia circinnata
Peperomia magnoliidolia,D. Monteiro,0,Peperomia magnoliifolia
Peperomia magnoliifolia,D. Monteiro,1,Peperomia magnoliifolia
Peperomia magnoliifolia,"Guimarães, EF",1,Peperomia magnoliifolia
Peperomia magnoliifolia,D. Monteiro,1,Peperomia magnoliifolia
Peperomia magnoliifolia,"Guimarães, EF",1,Peperomia magnoliifolia
Peperomia pellucida,"Guimarães, EF",1,Peperomia pellucida
Peperomia pellucida,"Guimarães, EF",1,Peperomia pellucida
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rotundifolia,D. Monteiro,1,Peperomia rotundifolia
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper amalago,D. Monteiro,1,Piper amalago
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper anisum,D. Monteiro,1,Piper anisum
Piper anisum,D. Monteiro,1,Piper anisum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper divaricatum,D. Monteiro,1,Piper divaricatum
Piper divaricatum,D. Monteiro,1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper ilheusense,"Guimarães, EF",0,Piper
Piper limai,D. Monteiro,0,Piper
Piper limai,D. Monteiro,0,Piper
Piper limai,D. Monteiro,0,Piper
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Peperomia blanda,D. Monteiro,1,Peperomia blanda
Peperomia magnoliifolia,"Guimarães, EF",1,Peperomia magnoliifolia
Peperomia magnoliifolia,"Guimarães, EF",1,Peperomia magnoliifolia
Peperomia magnoliifolia,"Guimarães, EF",1,Peperomia magnoliifolia
Peperomia magnoliifolia,D. Monteiro,1,Peperomia magnoliifolia
Peperomia pellucida,"Guimarães, EF",1,Peperomia pellucida
Peperomia pellucida,"Guimarães, EF",1,Peperomia pellucida
Peperomia pellucida,"Guimarães, EF",1,Peperomia pellucida
Peperomia pellucida,"Guimarães, EF",1,Peperomia pellucida
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla,"Carvalho-Silva, M",1,Peperomia tetraphylla
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper anisum,D. Monteiro,1,Piper anisum
Piper anisum,D. Monteiro,1,Piper anisum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper caldense,D. Monteiro,1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hoffmannseggianum,D. Monteiro,1,Piper hoffmannseggianum
Piper malacophyllum,D. Monteiro,1,Piper malacophyllum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Boucheanum,D. Monteiro,1,Boucheanum
Ottonia mexiae,"Callejas, R",1,Ottonia mexiae
Piper anisum,"Callejas, R",1,Piper anisum
Piper anisum,"Callejas, R",1,Piper anisum
Piper anisum,"Callejas, R",1,Piper anisum
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia arifolia,"Guimarães, EF",1,Peperomia arifolia
Peperomia augescens,"Guimarães, EF",1,Peperomia augescens
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia galioides,D. Monteiro,1,Peperomia galioides
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia incana,"Carvalho-Silva, M",0,Peperomia sincorana
Peperomia loxensis,"Carvalho-Silva, M",1,Peperomia loxensis
Peperomia macrostachya,"Carvalho-Silva, M",1,Peperomia macrostachya
Peperomia macrostachya,"Carvalho-Silva, M",1,Peperomia macrostachya
Peperomia macrostachya,"Carvalho-Silva, M",1,Peperomia macrostachya
Peperomia martiana,"Guimarães, EF",1,Peperomia martiana
Peperomia nitida,"Carvalho-Silva, M",1,Peperomia nitida
Peperomia nitida,"Carvalho-Silva, M",1,Peperomia nitida
Peperomia nitida,"Carvalho-Silva, M",1,Peperomia nitida
Peperomia obtusifolia,"Carvalho-Silva, M",1,Peperomia obtusifolia
Peperomia obtusifolia,"Carvalho-Silva, M",1,Peperomia obtusifolia
Peperomia obtusifolia,"Carvalho-Silva, M",1,Peperomia obtusifolia
Peperomia quadrifolia,"Carvalho-Silva, M",0,Peperomia arifolia
Peperomia rotundifolia,"Carvalho-Silva, M",1,Peperomia rotundifolia
Peperomia subrubrispica,"Carvalho-Silva, M",1,Peperomia subrubrispica
Peperomia subrubrispica,"Carvalho-Silva, M",1,Peperomia subrubrispica
Peperomia subrubrispica,"Carvalho-Silva, M",1,Peperomia subrubrispica
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia warmingii,"Callejas, R",0,Peperomia
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Callejas, R",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper amalago,"Guimarães, EF",1,Piper amalago
Pothomorphe umbellata,"Guimarães, EF",1,Pothomorphe umbellata
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper regnellii,"Guimarães, EF",1,Piper regnellii
Piper rivinoides,"Guimarães, EF",1,Piper rivinoides
Piper rivinoides,"Guimarães, EF",1,Piper rivinoides
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Peperomia barbarana,"Guimarães, EF",1,Peperomia barbarana
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia circinnata,"Guimarães, EF",1,Peperomia circinnata
Peperomia circinnata,"Guimarães, EF",1,Peperomia circinnata
Peperomia duartei,"Guimarães, EF",1,Peperomia duartei
Peperomia elongata,"Guimarães, EF",1,Peperomia elongata
Peperomia elongata,"Guimarães, EF",1,Peperomia elongata
Peperomia hydrocotyloides setosa,D. Monteiro,0,Peperomia hydrocotyloides
Peperomia pereskiaefolia,D. Monteiro,1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia psilostachya,"Machado-Silva, T.",1,Peperomia psilostachya
Peperomia rhombea,D. Monteiro,1,Peperomia rhombea
Peperomia rotundifolia,D. Monteiro,1,Peperomia rotundifolia
Peperomia rotundifolia,D. Monteiro,1,Peperomia rotundifolia
Peperomia rotundifolia,D. Monteiro,1,Peperomia rotundifolia
Peperomia rubricaulis,"Guimarães, EF",1,Peperomia rubricaulis
Peperomia sandersii,"Guimarães, EF",0,Peperomia
Peperomia tetraphylla,D. Monteiro,1,Peperomia tetraphylla
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper amalago,D. Monteiro,1,Piper amalago
Piper amalago,D. Monteiro,1,Piper amalago
Piper amalago,D. Monteiro,1,Piper amalago
Piper amalago,"Machado-Silva, T.",1,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper arboreum,D. Monteiro,1,Piper arboreum
Piper arboreum,D. Monteiro,1,Piper arboreum
Piper arboreum,D. Monteiro,1,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper diospyrifolium,D. Monteiro,0,Piper
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper glabratum,D. Monteiro,1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,D. Monteiro,1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper hemmendorffii,"Guimarães, EF",0,Piper
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper macedoi,D. Monteiro,1,Piper macedoi
Piper malacophyllum,"Guimarães, EF",1,Piper malacophyllum
Piper malacophyllum,"Guimarães, EF",1,Piper malacophyllum
Piper malacophyllum,D. Monteiro,1,Piper malacophyllum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,D. Monteiro,1,Piper miquelianum
Piper miquelianum miquelianum,"Guimarães, EF",0,Piper miquelianum
Piper miquelianum miquelianum,"Guimarães, EF",0,Piper miquelianum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper mosenii,D. Monteiro,0,Piper
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper regnellii,"Guimarães, EF",1,Piper regnellii
Piper regnellii,"Guimarães, EF",1,Piper regnellii
Piper regnellii,"Guimarães, EF",1,Piper regnellii
Piper regnellii,"Guimarães, EF",1,Piper regnellii
Piper subcinereum,"Guimarães, EF",0,Piper
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,D. Monteiro,1,Piper tuberculatum
Piper viminifolium,"Guimarães, EF",0,Piper
Piper viminifolium,"Guimarães, EF",0,Piper
Piper viminifolium,"Guimarães, EF",0,Piper
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Peperomia circinnata,"Marcusso, GM",1,Peperomia circinnata
Peperomia martiana,"Marcusso, GM",1,Peperomia martiana
Peperomia tetraphylla,"Carvalho-Silva, M",1,Peperomia tetraphylla
Peperomia tetraphylla,"Carvalho-Silva, M",1,Peperomia tetraphylla
Piper laevicarpum,"Guimarães, EF",0,Piper
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia balansana,"Machado-Silva, T.",1,Peperomia balansana
Peperomia castelosensis,"Guimarães, EF",1,Peperomia castelosensis
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia delicatula,"Guimarães, EF",1,Peperomia delicatula
Peperomia divaricata,"Guimarães, EF",0,Peperomia
Peperomia emarginella,"Guimarães, EF",1,Peperomia emarginella
Peperomia glabella,"Guimarães, EF",1,Peperomia glabella
Peperomia glabella,"Guimarães, EF",1,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glazioui,"Guimarães, EF",1,Peperomia glazioui
Peperomia glazioui,"Guimarães, EF",1,Peperomia glazioui
Peperomia glazioui,"Guimarães, EF",1,Peperomia glazioui
Peperomia glazioui,"Guimarães, EF",1,Peperomia glazioui
Peperomia glazioui,"Guimarães, EF",1,Peperomia glazioui
Peperomia glazioui,"Guimarães, EF",1,Peperomia glazioui
Peperomia hilariana,"Guimarães, EF",1,Peperomia hilariana
Peperomia hilariana,"Guimarães, EF",1,Peperomia hilariana
Peperomia hilariana,"Guimarães, EF",1,Peperomia hilariana
Peperomia hilariana,"Guimarães, EF",1,Peperomia hilariana
Peperomia hilariana,"Guimarães, EF",1,Peperomia hilariana
Peperomia hispidula sellowiana,"Guimarães, EF",0,Peperomia hispidula
Peperomia hispidula sellowiana,"Guimarães, EF",0,Peperomia hispidula
Peperomia ibiramana,"Guimarães, EF",0,Peperomia
Peperomia ibiramana,"Guimarães, EF",0,Peperomia
Peperomia martiana,"Guimarães, EF",1,Peperomia martiana
Peperomia martiana,"Guimarães, EF",1,Peperomia martiana
Peperomia martiana,D. Monteiro,1,Peperomia martiana
Peperomia megapotamica,"Guimarães, EF",1,Peperomia megapotamica
Peperomia megapotamica,"Guimarães, EF",1,Peperomia megapotamica
Peperomia megapotamica,D. Monteiro,1,Peperomia megapotamica
Peperomia obtusifolia,"Guimarães, EF",1,Peperomia obtusifolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pseudobcordata,"Guimarães, EF",0,Peperomia
Peperomia pseudoestrellensis,"Guimarães, EF",1,Peperomia pseudoestrellensis
Peperomia pseudoestrellensis,"Guimarães, EF",1,Peperomia pseudoestrellensis
Peperomia pseudoestrellensis,"Guimarães, EF",1,Peperomia pseudoestrellensis
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rubricaulis,"Guimarães, EF",1,Peperomia rubricaulis
Peperomia stroemfeltii,"Guimarães, EF",0,Peperomia
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia transparens,"Guimarães, EF",0,Peperomia
Peperomia trineura,"Guimarães, EF",1,Peperomia trineura
Peperomia trineuroides,"Guimarães, EF",1,Peperomia trineuroides
Peperomia trineuroides,"Guimarães, EF",1,Peperomia trineuroides
Peperomia trineuroides,"Guimarães, EF",1,Peperomia trineuroides
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,D. Monteiro,1,Peperomia urocarpa
Peperomia urocarpa,D. Monteiro,1,Peperomia urocarpa
Peperomia velloziana,"Guimarães, EF",1,Peperomia velloziana
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,M. Carvalho-Silva,1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,M. Carvalho-Silva,1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,M. Carvalho-Silva,1,Piper aduncum
Piper aduncum,M. Carvalho-Silva,1,Piper aduncum
